NEED_2_TEST,ID,SENSOR_TYPE,D_STATE,D_TRIGGER,D_SLEEP_TIME_1,R_GW_SIREN_1,R_SYSTEM_STATE_1,R_EVENT,D_SLEEP_TIME_2,IS_KEYFOB,D_STATE_2,R_GW_SIREN_2,R_SYSTEM_STATE_2,R_EVENT_2,R_CLIP_FILE
,159,SMK,EXIT_DELAY,SMOKER_TAMPER_ON,60,NO_SOUND,EXIT_DELAY,NO_CHK,120,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
,160,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,AWAY_ARM,SOUND,ALARM,20006,N
,161,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,STAY_ARM,SOUND,ALARM,20008,N
,162,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
,163,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,DISARM_PIN_FAIL,SOUND,ALARM,NO_CHK,N
,164,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,Y,AWAY_ARM,SOUND,ALARM,20006,N
,165,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,Y,STAY_ARM,SOUND,ALARM,20008,N
,166,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
,167,SMK,EXIT_DELAY,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,NOTHING,NOTHING,SOUND,ALARM,NO_CHK,N
,168,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,N,AWAY_ARM,SOUND,ALARM,20006,N
,169,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,N,STAY_ARM,SOUND,ALARM,20008,N
,170,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,N,DISARM,NO_SOUND,DISARM,20002,N
,171,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,N,DISARM_PIN_FAIL,SOUND,ALARM,NO_CHK,N
,172,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,Y,AWAY_ARM,SOUND,ALARM,20006,N
,173,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,Y,STAY_ARM,SOUND,ALARM,20008,N
,174,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,Y,DISARM,NO_SOUND,DISARM,20002,N
,175,SMK,EXIT_DELAY,SMOKER_ON_10S,40,SOUND,ALARM,NO_CHK,40,NOTHING,NOTHING,SOUND,ALARM,NO_CHK,N
,176,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,N,AWAY_ARM,SOUND,ALARM,20006,N
,177,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,N,STAY_ARM,SOUND,ALARM,20008,N
,178,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,N,DISARM,NO_SOUND,DISARM,20002,N
,179,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,N,DISARM_PIN_FAIL,SOUND,ALARM,NO_CHK,N
,180,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,Y,AWAY_ARM,SOUND,ALARM,20006,N
,181,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,Y,STAY_ARM,SOUND,ALARM,20008,N
,182,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,Y,DISARM,NO_SOUND,DISARM,20002,N
,183,SMK,EXIT_DELAY,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,120,NOTHING,NOTHING,SOUND,ALARM,NO_CHK,N
N,184,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,185,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,186,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,187,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
N,188,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,189,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,190,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,191,SMK,AWAY_ARM,OFFLINE,10,NO_SOUND,AWAY_ARM,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
N,192,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,193,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,194,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20002,N
N,195,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
N,196,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,197,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,198,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20002,N
N,199,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,140,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
N,200,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,201,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,202,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20002,N
N,203,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
N,204,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,205,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,206,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20002,N
N,207,SMK,AWAY_ARM,OFFLINE,60,NO_SOUND,AWAY_ARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
N,208,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,209,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,210,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,211,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
N,212,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,213,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,214,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,215,SMK,AWAY_ARM,LOW_BATTERY,10,NO_SOUND,AWAY_ARM,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
N,216,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,217,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,218,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20002,N
N,219,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
N,220,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,221,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,222,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20002,N
N,223,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,140,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
N,224,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,225,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,226,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20002,N
N,227,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
N,228,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
N,229,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
N,230,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20002,N
N,231,SMK,AWAY_ARM,LOW_BATTERY,60,NO_SOUND,AWAY_ARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
,232,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,233,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,234,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
,235,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
,236,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,237,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,238,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
,239,SMK,AWAY_ARM,SMOKER_TAMPER_ON,10,NO_SOUND,AWAY_ARM,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
,240,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,241,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,242,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20002,N
,243,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
,244,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,245,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,246,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20002,N
,247,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,140,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
,248,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,249,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,250,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20002,N
,251,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,N,DISARM_PIN_FAIL,NO_SOUND,AWAY_ARM,NO_CHK,N
,252,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,AWAY_ARM,20006,N
,253,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,AWAY_ARM,20008,N
,254,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20002,N
,255,SMK,AWAY_ARM,SMOKER_TAMPER_ON,60,NO_SOUND,AWAY_ARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,AWAY_ARM,NO_CHK,N
,256,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,AWAY_ARM,SOUND,ALARM,20006,N
,257,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,STAY_ARM,SOUND,ALARM,20008,N
,258,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
,259,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,N,DISARM_PIN_FAIL,SOUND,ALARM,NO_CHK,N
,260,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,Y,AWAY_ARM,SOUND,ALARM,20006,N
,261,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,Y,STAY_ARM,SOUND,ALARM,20008,N
,262,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
,263,SMK,AWAY_ARM,SMOKER_ON_10S,10,SOUND,ALARM,NO_CHK,10,NOTHING,NOTHING,SOUND,ALARM,NO_CHK,N
,264,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,N,AWAY_ARM,SOUND,ALARM,20006,N
,265,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,N,STAY_ARM,SOUND,ALARM,20008,N
,266,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20002,N
,267,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,N,DISARM_PIN_FAIL,SOUND,ALARM,NO_CHK,N
,268,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,Y,AWAY_ARM,SOUND,ALARM,20006,N
,269,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,Y,STAY_ARM,SOUND,ALARM,20008,N
,270,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20002,N
,271,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,140,NOTHING,NOTHING,SOUND,ALARM,NO_CHK,N
,272,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,ALARM,20006,N
,273,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,ALARM,20008,N
,274,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20002,N
,275,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,N,DISARM_PIN_FAIL,NO_SOUND,ALARM,NO_CHK,N
,276,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,ALARM,20006,N
,277,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,ALARM,20008,N
,278,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20002,N
,279,SMK,AWAY_ARM,SMOKER_ON_10S,60,SOUND,ALARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,ALARM,NO_CHK,N
N,280,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,281,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,282,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,283,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,STAY_ARM,NO_CHK,N
N,284,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,285,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,Y,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,286,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,287,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,STAY_ARM,NO_CHK,N
N,288,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,289,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,290,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20002,N
N,291,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,DISARM_PIN_FAIL,NO_SOUND,STAY_ARM,NO_CHK,N
N,292,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,Y,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,293,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,Y,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,294,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20002,N
N,295,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,140,NOTHING,NOTHING,NO_SOUND,STAY_ARM,NO_CHK,N
N,296,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,297,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,298,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20002,N
N,299,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,DISARM_PIN_FAIL,NO_SOUND,STAY_ARM,NO_CHK,N
N,300,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,Y,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,301,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,Y,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,302,SMK,STAY_ARM,OFFLINE,60,NO_SOUND,STAY_ARM,NO_CHK,250,Y,DISARM,NO_SOUND,DISARM,20002,N
N,303,SMK,STAY_ARM,OFFLINE,10,NO_SOUND,STAY_ARM,NO_CHK,250,NOTHING,NOTHING,NO_SOUND,STAY_ARM,NO_CHK,N
N,304,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,305,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,306,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,DISARM,NO_SOUND,DISARM,20002,N
N,307,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,N,DISARM_PIN_FAIL,NO_SOUND,STAY_ARM,NO_CHK,N
N,308,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,Y,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,309,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,Y,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,310,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,Y,DISARM,NO_SOUND,DISARM,20002,N
N,311,SMK,STAY_ARM,LOW_BATTERY,10,NO_SOUND,STAY_ARM,NO_CHK,10,NOTHING,NOTHING,NO_SOUND,STAY_ARM,NO_CHK,N
N,312,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,313,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,314,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,DISARM,NO_SOUND,DISARM,20002,N
N,315,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,N,DISARM_PIN_FAIL,NO_SOUND,STAY_ARM,NO_CHK,N
N,316,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,Y,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,317,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,Y,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,318,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,Y,DISARM,NO_SOUND,DISARM,20002,N
N,319,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,140,NOTHING,NOTHING,NO_SOUND,STAY_ARM,NO_CHK,N
N,320,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,AWAY_ARM,NO_SOUND,STAY_ARM,20006,N
N,321,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,STAY_ARM,NO_SOUND,STAY_ARM,20008,N
N,322,SMK,STAY_ARM,LOW_BATTERY,60,NO_SOUND,STAY_ARM,NO_CHK,250,N,DISARM,NO_SOUND,DISARM,20002,N
